label,meanSVMAcc,meanXAcc,meanYAcc,meanZAcc,maxSVMAcc,maxXAcc,maxYAcc,maxZAcc,minSVMAcc,minXAcc,minYAcc,minZAcc,stdSVMAcc,stdXAcc,stdYAcc,stdZAcc,meanPeak
1,26.389,350.74,-36.052,71.654,42.471,800.29,30.459,214.71,14.098,98.232,-115.45,4.0681,8.8045,233.14,42.288,63.719,39.957
1,24.226,401.21,21.41,-82.738,39.419,805.02,103.79,3.0707,5.7438,-3.8077,-47.209,-175.74,9.7131,260.1,47.17,38.639,36.869
1,14.762,230.55,16.444,-99.754,27.485,830.33,117.77,58.831,0,-101.55,-144.3,-358.05,10.273,308.57,74.494,122.93,26.803
1,23.807,442.26,-1.3393,-80.781,44.728,1097.3,93.768,43.234,0,-181.83,-91.864,-306.97,16.056,423.48,47.888,92.631,38.592
1,18.071,274.31,28.16,-60.219,44.904,995.92,124.21,107.31,0,-186.96,-123.24,-215.64,15.876,353.99,72.2,88.461,41.034
1,22.085,388.31,68.843,-104.72,45.634,975.81,175.45,73.759,0,-62.886,-105.34,-182.1,17.108,326.88,91.258,67.933,38.753
1,22.441,376.1,101.57,-122.73,44.464,761.75,298.63,-21.862,0,38.571,-107.19,-255.14,15.242,236.13,127.37,76.002,36.335
1,23.693,383.54,80.579,-167.34,30.269,611.03,161.22,-20.019,10.416,52.407,-3.639,-245.17,5.7177,154.99,43.445,59.747,29.524
1,14.317,252.61,3.6507,-104.67,36.742,789.48,70.927,60.526,0,-88.33,-71.64,-313.54,12.26,285.66,42.86,90.646,32.579
1,21.843,444.55,-10.821,-127.48,42.933,1044.4,178.32,35.344,0,-3.1334,-124.76,-308.02,12.529,365.53,93.277,97.748,32.954
1,20.383,320.88,-32.113,-16.531,42.777,1040.4,34.259,114.61,0,-134.63,-109.44,-143.45,15.292,365.46,49.762,70.877,40.585
1,13.63,238.26,16.975,-79.308,48.977,1026.8,233.91,9.2008,0,-240.5,-177.99,-160.45,18.673,384.33,113.21,50.266,44.302
1,28.929,467.99,71.8,-84.817,41.249,948.29,159.67,106.1,15.713,100.09,-41.118,-236.11,8.6143,257.24,59.045,90.998,36.558
1,22.327,235.63,8.7123,26.542,29.086,347.22,119.57,59.893,7.7143,42.74,-27.641,-12.228,6.6302,101.38,39.469,24.88,28.146
1,28.426,443.69,20.962,23.61,44.501,822.34,132.45,289.18,2.1694,47.613,-86.117,-119.13,13.083,274.38,83.097,140,43.389
